company_name,company_number,category,website
Карамель,+7 (913) 685-55-77,Кондитерские,http://www.ok-karamel.ru/
Musetti,+7 (962) 050-03-55,Кофейни,[]
Coffee Shop,+7 (933) 304-05-06,Кофейни,[]
Кофе с собой,+7 (913) 680-52-80,Кофейни,[]
Машель,+7 (908) 796-32-42,Кондитерские,[]
LizMari,+7 (913) 675-10-41,Торты на заказ,[]
One cup,+7 (999) 455-95-89,Кофейни,[]
Кофевароff,+7 (913) 988-14-54,Кофейни,[]
СИН,+7 (383) 383-04-48 (доб. 6412399),Магазины одежды,https://fesretail.com/
RE,+7 (383) 383-04-48 (доб. 1562),Магазины одежды,https://www.fesretail.com/
Евгений,+7 (923) 039-11-81,Верхняя одежда,[]
Оазис,+7 (904) 824-90-74,Магазины одежды,[]
Точка,+7 (913) 654-92-25,Магазины одежды,[]
Slava,+7 (983) 116-95-05,Магазины одежды,[]
Paradise,+7 (913) 687-07-07,Магазины одежды,http://shop-paradise.ru/
Krepost store,+7 (965) 983-39-61,Магазины одежды,[]
Status,+7 (913) 970-65-25,Магазины одежды,[]
Consul,+7 (951) 416-52-26,Магазины одежды,[]
Khaliloff,+7 (962) 037-43-31,Магазины одежды,https://vk.link/khaliloff_shop55
Main-street,+7 (923) 672-34-38,Спортивная одежда,http://kros55.ru/
Lizia,+7 (906) 918-22-30,Магазины одежды,http://lizia.ru/
Alexander Bogdanov,+7 (950) 215-33-37,Магазины одежды,https://alexanderbogdanov.com/
Xc,+7 (383) 383-04-48 (доб. 6112221),Магазины одежды,https://www.fesretail.com/
Иванка,+7 (960) 780-25-80,Магазины одежды,https://ivanka.club/
Lichi,+7 (909) 668-55-55,Магазины одежды,http://lichi.com/
Concept Store,+7 (904) 828-89-58,Магазины одежды,[]
Марьям,+7 (950) 331-50-05,Магазины одежды,[]
Fronzoli,+7 (903) 927-09-88,Магазины одежды,http://fronzoli.ru/
Kokos,+7 (913) 634-70-69,Магазины одежды,[]
Lime,+7 (904) 329-72-86,Магазины одежды,[]
Malina,+7 (950) 337-59-59,Магазины одежды,[]
Shop DaAnna,+7 (923) 825-28-38,Магазины одежды,[]
Shop Daniel,+7 (904) 589-41-14,Магазины одежды,[]
Tom Tailor,+7 (495) 150-15-05 (доб. 1054),Магазины одежды,https://tom-tailor.ru/
Sentiment,+7 (953) 390-92-67,Магазины одежды,http://www.sentiment.shop/
Khaliloff,+7 (904) 583-64-33,Магазины одежды,[]
Ok'Style,+7 (913) 978-36-57,Магазины одежды,http://odetta.su/
Bior,+7 (903) 983-20-00,Магазины одежды,[]
Alexander Bogdanov,+7 (950) 950-05-95,Магазины одежды,https://alexanderbogdanov.com/
Планета моды,+7 (904) 589-41-22,Магазины одежды,[]
4 Сезона,+7 (923) 695-54-60,Магазины одежды,[]
Элли,+7 (904) 320-96-48,Магазины одежды,[]
СИН,+7 (383) 383-04-48 (доб. 6412032),Магазины одежды,https://www.fesretail.com/
Grace,+7 (913) 149-71-71,Магазины одежды,[]
Family,+7 (951) 424-08-00,Детская одежда,http://family-pro55.ru/
Дом Русской моды,+7 (913) 677-10-07,Магазины одежды,http://daily-fashion.ru/
Falchenko Brand,+7 (961) 881-93-13,Магазины одежды,http://falchenko.com/
Танин,+7 (905) 097-12-02,Магазины одежды,[]
Paradise Gentleman,+7 (900) 671-09-99,Магазины одежды,[]
Ulla plus,+7 (908) 311-16-85,Магазины одежды,[]
Rich Family,+7 (913) 660-11-29,Детские магазины,https://omsk.richfamily.ru/
Ltb,+7 (913) 987-22-22,Джинсовая одежда,http://ltb-jeans.ru/
Pudra,+7 (950) 338-12-03,Магазины одежды,[]
Concept Store,+7 (904) 076-71-93,Магазины одежды,[]
Milesa,+7 (950) 790-45-57,Магазины одежды,https://милеса.рф/
Юлия,+7 (913) 611-57-35,Магазины одежды,[]
Малина,+7 (904) 587-79-21,Магазины одежды,[]
Garage Boutique,+7 (913) 656-80-60,Магазины одежды,[]
Benelux,+7 (913) 970-26-90,Магазины одежды,https://taplink.cc/benelux_omsk
Магазин одежды,+7 (953) 391-39-82,Магазины одежды,[]
Alexander Bogdanov,+7 (950) 211-19-23,Магазины одежды,https://alexanderbogdanov.com/
Cherry Plus Size,+7 (983) 622-97-55,Магазины одежды,[]
Лучана,+7 (913) 608-41-74,Магазины одежды,[]
Ажур,+7 (913) 611-05-90,Магазины одежды,[]
Saga,+7 (913) 147-01-22,Магазины одежды,[]
Home Stories,+7 (913) 963-63-17,Нижнее бельё,https://hstories.ru/
Ferrera,+7 (999) 459-70-70,Магазины одежды,[]
Про костюмы,+7 (913) 155-21-73,Магазины одежды,[]
Qoy,+7 (499) 403-30-73,Магазины одежды,https://qoy.design/
Выgoда,+7 (923) 766-33-44,Магазины одежды,[]
TvoyaYana Boutique,+7 (950) 215-50-71,Магазины одежды,[]
Carla,+7 (906) 992-07-70,Магазины одежды,[]
Mirage,+7 (962) 038-94-94,Магазины одежды,[]
Gizia,+7 (999) 459-53-15,Магазины одежды,[]
Carla,+7 (913) 977-01-51,Магазины одежды,[]
Флёр,+7 (902) 823-55-48,Магазины одежды,[]
Мужская одежда,+7 (962) 054-04-11,Магазины одежды,[]
Toccante,+7 (923) 769-33-11,Магазины одежды,[]
Шадэ,+7 (951) 405-88-99,Магазины одежды,[]
Stesha,+7 (913) 635-45-85,Магазины одежды,https://steshabrand.ru/
La Scala,+7 (913) 679-15-49,Магазины одежды,http://hstories.ru/
ЯМама,+7 (913) 681-43-70,Магазины для будущих мам,[]
I'm Siberian,+7 (913) 960-68-17,Магазины подарков,http://imsiberian.com/
Ulla Popken,+7 (951) 414-90-92,Одежды больших размеров,[]
Chic Territory,+7 (913) 611-78-12,Магазины одежды,https://chic-territory.ru/
Светлана,+7 (951) 412-57-92,Магазины одежды,[]
Джинсы тут,+7 (950) 219-80-75,Магазины одежды,[]
Ланика,+7 (913) 154-70-24,Магазины одежды,[]
Black Shark,+7 (913) 156-30-06,Магазины одежды,[]
Krumpy Socks,+7 (933) 301-51-54,Магазины одежды,https://krumpy.ru/
Amato,+7 (960) 997-55-10,Магазины одежды,[]
Leo,+7 (965) 987-07-74,Магазины одежды,[]
Персона,+7 (913) 622-97-37,Магазины одежды,[]
Steilmann,+7 (913) 628-85-51,Магазины одежды,http://www.steilmann.ru/
Ulle,+7 (902) 822-51-71,Одежды больших размеров,https://ulle-omsk.orgs.biz/
Prikid Men,+7 (908) 319-89-95,Магазины одежды,[]
Готовое платье,+7 (904) 329-09-25,Магазины одежды,[]
ByStilno,+7 (983) 117-94-89,Магазины одежды,http://mssg.me/bystilno
Евромода,+7 (900) 674-07-11,Магазины одежды,[]
Белорусская косметика,+7 (951) 408-69-50,Магазины одежды,[]
Лаки,+7 (913) 961-13-13,Магазины одежды,[]
Boots,+7 (961) 884-55-65,Магазины обуви,[]
Raw,+7 (913) 670-21-68,Магазины одежды,[]
SneakerBox,+7 (962) 055-01-70,Спортивная одежда,https://sneakerbox.ru/ru?utm_campaign=mainlink&utm_medium=maps&utm_source=yandex
BellArt,+7 (904) 077-50-50,Швейные предприятия,[]
ВО,+7 (913) 974-40-28,Магазины одежды,[]
Денди,+7 (906) 197-44-13,Магазины одежды,[]
Все для Вас!,+7 (983) 565-03-73,Магазины одежды,[]
Modo,+7 (906) 919-44-28,Магазины одежды,[]
Медицинская одежда,+7 (913) 157-92-51,Спецодежда,http://www.kamey.ru/
Tommi,+7 (904) 323-65-96,Магазины одежды,[]
Cashmere,+7 (905) 922-99-90,Магазины одежды,[]
Багира,+7 (906) 919-41-80,Магазины одежды,[]
Dress,+7 (951) 673-32-67,Магазины одежды,[]
Macho,+7 (913) 677-76-76,Магазины одежды,[]
Lavka,+7 (962) 056-09-09,Магазины одежды,[]
MultiFashion Forever,+7 (983) 112-59-57,Магазины одежды,[]
Франт,+7 (904) 584-78-76,Магазины одежды,[]
Shimmy,+7 (913) 624-15-84,Магазины одежды,[]
Divas,+7 (904) 325-38-92,Магазины одежды,[]
Gala,+7 (913) 971-14-37,Магазины одежды,[]
Белорусский трикотаж,+7 (913) 969-86-20,Магазины одежды,[]
Iris,+7 (904) 583-33-79,Магазины одежды,[]
Kayfito beauty room,+7 (951) 412-29-31,Магазины одежды,[]
Perspective,+7 (923) 673-34-73,Магазины одежды,[]
Podium,+7 (923) 765-12-12,Магазины одежды,[]
Multibrand,+7 (913) 975-84-40,Магазины одежды,[]
Гермес,+7 (913) 974-83-09,Магазины одежды,[]
Milano,+7 (904) 325-04-14,Магазины одежды,[]
Lelixir Shoes,+7 (908) 317-04-99,Магазины одежды,[]
Saga,+7 (968) 106-66-40,Магазины одежды,[]
Fifa,+7 (913) 975-58-46,Магазины одежды,[]
Oscar,+7 (913) 668-77-77,Магазины одежды,[]
Флоренция,+7 (951) 419-57-67,Магазины одежды,[]
Persona Style,+7 (906) 990-00-08,Магазины одежды,[]
Civil Women,+7 (913) 672-62-86,Магазины одежды,[]
Lizia,+7 (913) 669-76-60,Магазины одежды,http://lizia.ru/
Europa,+7 (960) 997-14-80,Магазины одежды,[]
Мадам,+7 (913) 156-08-86,Магазины одежды,[]
Большой мэн,+7 (908) 804-10-88,Одежды больших размеров,[]
Твой стиль,+7 (983) 118-31-28,Магазины одежды,[]
МuО,+7 (995) 515-49-68,Магазины одежды,[]
Clubbers,+7 (908) 111-52-68,Магазины обуви,[]
SimonA,+7 (983) 563-85-08,Магазины одежды,[]
Хлоп Room,+7 (950) 798-24-44,Магазины одежды,[]
Man Woman,+7 (904) 321-40-40,Магазины одежды,[]
Blanc,+7 (913) 680-81-17,Магазины одежды,[]
Гардероб,+7 (905) 940-47-21,Магазины одежды,[]
Виктория,+7 (908) 807-10-17,Магазины одежды,[]
Image,+7 (913) 683-22-17,Магазины одежды,[]
Nafa,+7 (908) 311-89-84,Магазины одежды,[]
Trend Mix,+7 (993) 345-12-01,Магазины одежды,[]
Магазин одежды,+7 (908) 310-18-07,Магазины одежды,[]
Танго,+7 (913) 967-35-54,Магазины одежды,[]
Leo,+7 (908) 313-30-70,Магазины одежды,[]
Hit Land,+7 (913) 975-00-11,Магазины одежды,[]
Patrizia,+7 (913) 619-26-56,Магазины одежды,[]
Burvin,+7 (965) 872-79-20,Магазины одежды,[]
Mel's,+7 (951) 429-84-69,Магазины одежды,[]
Pushka,+7 (913) 663-80-93,Магазины одежды,[]
Yarov,+7 (950) 212-92-87,Магазины одежды,[]
Кладовка,+7 (962) 051-30-80,Секонд-хенды,[]
Mark Formelle,+7 (916) 160-30-04,Магазины одежды,https://markformelle.ru/
Moodi,+7 (983) 110-54-69,Магазины одежды,[]
Men's Wear,+7 (913) 978-79-98,Магазины одежды,[]
Lady First,+7 (913) 156-84-99,Магазины одежды,[]
Valencia,+7 (913) 620-27-27,Магазины одежды,[]
Магазин женской одежды,+7 (909) 536-07-07,Верхняя одежда,[]
Max moda,+7 (965) 876-25-33,Магазины одежды,[]
Anastasia Look,+7 (953) 392-23-77,Магазины одежды,[]
Solo,+7 (951) 419-59-20,Магазины одежды,[]
For Men,+7 (913) 672-61-39,Магазины одежды,[]
Friday,+7 (900) 676-66-61,Магазины одежды,[]
S&m,+7 (913) 650-46-57,Магазины одежды,[]
Napolione,+7 (933) 302-26-30,Магазины одежды,[]
Specstyle,+7 (929) 369-35-42,Спецодежда,[]
Eskimo,+7 (905) 922-95-66,Магазины одежды,[]
Красный комод,+7 (962) 053-69-08,Магазины одежды,[]
Phardi,+7 (913) 637-87-14,Магазины одежды,[]
Про. Secco,+7 (913) 640-24-20,Магазины одежды,[]
Клевые-Кайфовые,+7 (900) 673-88-83,Магазины одежды,[]
Classik,+7 (950) 333-11-95,Магазины одежды,[]
Be fashion,+7 (913) 969-55-99,Магазины одежды,[]
Griff Gentelmens,+7 (913) 616-87-82,Магазины одежды,[]
Эдис,+7 (913) 150-53-35,Магазины одежды,[]
New Respect shoes,+7 (913) 972-27-83,Магазины одежды,[]
Патрiот,+7 (960) 999-33-19,Магазины одежды,[]
Koza de Reza,+7 (913) 976-81-08,Магазины одежды,[]
Flash,+7 (913) 971-20-50,Магазины одежды,[]
Krasivo,+7 (923) 683-23-25,Магазины одежды,[]
Арго,+7 (900) 676-27-52,Магазины одежды,http://argo.pro/
Solo Noi,+7 (960) 983-72-73,Магазины одежды,[]
Джинс House,+7 (913) 633-10-75,Магазины одежды,[]
Garage,+7 (983) 564-78-08,Магазины одежды,[]
Мов,+7 (983) 116-26-05,Магазины одежды,[]
La Vetrina,+7 (913) 970-65-14,Магазины одежды,[]
Silno Krasivo,+7 (913) 631-81-51,Пошив одежды,https://silnokrasivo.tilda.ws/
Milis,+7 (908) 802-38-90,Магазины одежды,[]
Aida_style55,+7 (913) 964-19-95,Магазины одежды,[]
Pedali,+7 (923) 763-41-49,Магазины обуви,[]
Гримёрка,+7 (908) 316-04-88,Магазины одежды,[]
Fortuna,+7 (962) 037-06-48,Магазины одежды,[]
Для Вас,+7 (960) 998-03-28,Магазины одежды,[]
Шанс,+7 (913) 610-97-13,Магазины одежды,[]
Пани бусинка,+7 (909) 536-32-13,Бижутерия,http://triumf-omsk.ru/
Bellucci,+7 (913) 979-18-00,Магазины одежды,[]
Velvet,+7 (913) 145-90-65,Магазины одежды,[]
МедОдеЖда55,+7 (923) 684-39-17,Спецодежда,[]
Birka,+7 (999) 455-87-89,Магазины одежды,[]
Levi,+7 (904) 327-11-13,Магазины одежды,[]
Farfalla,+7 (913) 678-69-69,Магазины одежды,[]
Лика,+7 (983) 308-66-14,Магазины одежды,[]
Fashion Jeans,+7 (908) 109-66-99,Джинсовая одежда,[]
Vitta_Vika,+7 (904) 077-77-75,Детская одежда,[]
Dfy,+7 (913) 678-98-88,Магазины одежды,[]
Mozaika,+7 (913) 642-85-78,Верхняя одежда,[]
North Bloom,+7 (913) 975-36-51,Магазины одежды,[]
Твой лук,+7 (999) 459-09-34,Магазины одежды,[]
Intelligence,+7 (965) 971-73-79,Магазины одежды,[]
Итальянка,+7 (913) 975-99-91,Магазины одежды,[]
Sempre Grande,+7 (913) 630-55-17,Магазины одежды,[]
Maria,+7 (913) 652-11-72,Магазины парфюмерии и косметики,[]
VI Moda,+7 (913) 643-55-55,Магазины одежды,http://vk.link/
Асс,+7 (903) 980-64-55,Спортивная одежда,[]
Toti Shop Omsk,+7 (913) 638-05-06,Магазины одежды,[]
Label,+7 (960) 988-79-38,Магазины одежды,[]
Жасмин,+7 (908) 790-25-67,Магазины одежды,[]
Street M-2 Shop,+7 (950) 953-94-90,Магазины одежды,[]
VI Shop,+7 (953) 391-08-18,Магазины одежды,[]
Одежда,+7 (950) 951-12-06,Магазины одежды,[]
Рубаха-парень,+7 (923) 760-70-67,Магазины одежды,[]
